,county,covid-19,Total Population,gender,poverty,education,ethnicity,white,black,american indian,asian,native hawaiian,income,marriage,non-white
1620,"Pawnee County, Nebraska",157,2640,1361,218,195,39,2446,4,7,0,1,51436,1409.76,11
1621,"Perkins County, Nebraska",230,2889,1386,85,451,146,2620,10,3,3,3,71191,2051.19,16
1622,"Phelps County, Nebraska",743,9050,4535,441,1212,551,8140,34,20,28,1,59324,5366.65,82
1623,"Pierce County, Nebraska",533,7132,3610,341,946,142,6950,30,17,12,2,62493,4471.764,59
1624,"Platte County, Nebraska",3513,33250,16207,541,3584,7252,25583,346,98,198,9,52316,18653.25,642
1625,"Polk County, Nebraska",463,5208,2661,274,565,259,4751,8,14,2,1,57312,3124.8,24
1626,"Red Willow County, Nebraska",950,10725,5415,314,1376,687,9536,112,37,39,12,52196,5330.325,188
1627,"Richardson County, Nebraska",518,7913,3933,493,771,155,7096,15,223,35,0,54773,4455.019,273
1628,"Rock County, Nebraska",99,1430,667,34,238,20,1219,3,1,0,0,72590,912.34,4
1629,"Saline County, Nebraska",1740,14221,7127,749,1373,4067,9363,130,41,277,46,47785,7622.456,448
1630,"Sarpy County, Nebraska",15804,183956,91866,4515,32726,20055,147064,7232,553,4726,224,55173,105222.832,12511
1631,"Saunders County, Nebraska",1784,21356,10572,608,3072,585,20703,72,77,86,5,56892,12685.464,235
1632,"Scotts Bluff County, Nebraska",4119,35884,18578,1536,4088,8203,25711,234,466,277,25,49048,18480.26,977
1633,"Seward County, Nebraska",1571,17217,8464,557,2546,496,16382,102,44,57,6,56220,10071.945,203
1634,"Sheridan County, Nebraska",385,5215,2709,425,594,222,4095,15,522,29,2,56597,3035.13,566
1635,"Sherman County, Nebraska",151,3015,1509,127,367,82,2774,0,16,5,2,50461,1742.67,21
1636,"Sioux County, Nebraska",27,1298,690,51,184,43,1055,0,2,4,2,64440,855.382,6
1637,"Stanton County, Nebraska",313,5946,2895,275,633,352,5215,22,27,18,7,52621,3460.572,67
1638,"Thayer County, Nebraska",382,5000,2520,196,600,136,4769,10,9,10,5,60659,3015.0,29
1639,"Thomas County, Nebraska",46,586,318,24,100,29,623,0,3,0,0,57805,403.168,3
1640,"Thurston County, Nebraska",706,7218,3712,633,569,260,2444,24,3897,8,4,45789,3024.342,3929
1641,"Valley County, Nebraska",249,4100,2092,99,613,116,3818,15,4,5,5,59867,2566.6,24
1642,"Washington County, Nebraska",1627,20546,10343,780,3349,619,19359,70,25,100,1,60738,12327.6,195
1643,"Wayne County, Nebraska",877,9388,4675,441,1261,991,7828,350,28,122,8,49143,4769.104,500
1644,"Webster County, Nebraska",273,3497,1749,92,368,148,3111,14,14,9,0,53815,2164.643,37
1645,"Wheeler County, Nebraska",28,689,339,34,95,20,736,0,2,0,0,70710,450.606,2
1646,"York County, Nebraska",1345,13671,7095,492,1884,839,12559,167,71,90,2,56457,8366.652,328
1647,"Churchill County, Nevada",1381,24606,11967,1496,2409,3586,17870,428,1006,640,87,50081,12991.968,2074
1648,"Clark County, Nevada",170032,2228866,1117189,136653,265585,701416,892802,275002,8487,231972,18877,51244,982929.906,515461
1649,"Douglas County, Nevada",1974,48486,24026,1524,7762,6141,38856,183,807,898,81,78416,28849.17,1888
1650,"Elko County, Nevada",3862,52537,25101,2366,3984,13592,34177,494,2378,555,85,50429,27739.536,3427
1651,"Esmeralda County, Nevada",32,1030,554,21,113,139,521,4,20,4,0,42962,437.75,28
1652,"Eureka County, Nevada",29,1839,912,262,114,178,1545,2,21,4,3,46792,1263.393,27
1653,"Humboldt County, Nevada",813,16834,8072,639,1533,4511,11032,137,571,152,26,51772,9645.882,860
1654,"Lander County, Nevada",384,5565,2546,346,265,1256,3975,7,206,27,10,72931,2799.195,240
1655,"Lincoln County, Nevada",277,5177,2263,179,340,294,3838,168,26,21,13,43357,2246.818,215
1656,"Lyon County, Nevada",2163,55667,27656,2583,3909,10339,42350,488,1083,924,168,44098,29503.51,2495
1657,"Mineral County, Nevada",199,4487,2368,416,390,508,2858,161,711,64,8,48982,1866.592,936
1658,"Nye County, Nevada",1975,45514,22218,3643,2691,7927,37313,1496,620,1028,217,41367,23030.084,3144
1659,"Pershing County, Nevada",829,6591,2368,284,236,1499,4197,322,198,109,8,37906,3005.496,629
1660,"Storey County, Nevada",66,4086,1943,248,710,340,3338,24,38,67,8,65971,2181.924,129
1661,"Washoe County, Nevada",35756,464182,230266,21367,67396,122204,287862,11527,5790,28063,3250,66076,225592.452,45380
1662,"White Pine County, Nevada",377,9570,3838,306,676,1457,6354,438,358,105,19,50653,4794.57,901
1663,"Belknap County, New Hampshire",1934,61174,31136,2353,8954,1261,58714,324,122,582,11,66919,33156.308,1028
1664,"Carroll County, New Hampshire",905,48461,24160,1961,8553,769,46947,131,100,358,6,63403,27719.692,589
1665,"Cheshire County, New Hampshire",1263,76040,38811,2467,12129,1802,69264,648,146,1067,46,56088,36499.2,1861
1666,"Coos County, New Hampshire",662,31486,14797,1539,3313,672,28629,494,84,193,3,49564,15743.0,771
1667,"Grafton County, New Hampshire",1127,90331,45947,4107,14985,2579,80370,783,180,2855,24,67943,42003.915,3818
1668,"Hillsborough County, New Hampshire",17624,415305,208765,12908,78064,33498,342652,10044,630,16413,112,66548,210144.33,27087
1669,"Merrimack County, New Hampshire",4793,150902,76712,5255,23420,3880,137252,2536,310,3013,59,63839,81336.178,5859
1670,"Rockingham County, New Hampshire",10918,308211,155332,6928,63664,10257,283099,2076,342,6247,79,80220,171981.738,8665
1671,"Strafford County, New Hampshire",3489,130161,66080,5771,22276,3914,114599,1434,251,4473,42,56104,61826.475,6158
1672,"Sullivan County, New Hampshire",430,43173,21702,2531,6321,822,39123,185,134,403,6,57602,21154.77,722
1673,"Atlantic County, New Jersey",12200,264650,136496,14271,37162,53713,148858,39022,357,21563,82,55802,120680.4,60942
1674,"Bergen County, New Jersey",47362,931275,479116,27273,222284,204683,511919,49909,811,157500,130,91972,510338.7,208220
1675,"Burlington County, New Jersey",21221,446301,226637,12286,84290,40387,294510,74807,609,25980,265,67154,230291.316,101396
1676,"Camden County, New Jersey",28693,506721,262211,26808,76566,95255,279274,95135,692,32328,99,58830,225490.845,128155
1677,"Cape May County, New Jersey",2403,92701,47374,3454,15909,7465,80040,3305,99,893,22,67836,53024.972,4297
1678,"Cumberland County, New Jersey",7853,150085,73556,8692,12414,53054,65808,26375,905,2051,12,45498,60784.425,29331
1679,"Essex County, New Jersey",47442,798698,414404,55830,124242,210353,235125,324081,1238,46957,169,70497,327466.18,372276
1680,"Gloucester County, New Jersey",14133,291745,149993,9615,49797,22135,225355,31517,331,9475,74,60386,147039.48,41323
1681,"Hudson County, New Jersey",44104,671923,337702,40445,139286,293019,206530,71385,1069,123424,233,71682,294974.197,195878
1682,"Hunterdon County, New Jersey",3800,125063,62995,2246,30873,10929,104667,3030,92,5677,8,95088,74287.422,8799
1683,"Mercer County, New Jersey",18790,368085,188099,18491,63788,84177,168580,72364,427,48330,106,74218,169687.185,121121
1684,"Middlesex County, New Jersey",45012,825015,418053,30782,161466,193687,333158,78719,1183,227973,192,66640,437257.95,307875
1685,"Monmouth County, New Jersey",31937,620821,318717,19351,138118,80730,460825,39178,482,36008,97,86091,332760.056,75668
1686,"Morris County, New Jersey",20284,492715,250617,10486,123194,76661,341175,15586,373,57700,93,102227,277398.545,73659
1687,"Ocean County, New Jersey",32509,602018,311408,22882,92538,66329,520578,17649,523,11339,111,57344,318467.522,29511
1688,"Passaic County, New Jersey",40033,502763,257425,30820,72944,224030,203542,51859,688,30209,52,55775,227248.876,82756
1689,"Salem County, New Jersey",2764,62754,32064,3361,7229,6535,45279,9049,182,649,13,54578,29557.134,9880
1690,"Somerset County, New Jersey",12688,330151,168724,7215,76470,57379,177411,30480,306,67098,69,112825,182903.654,97884
1691,"Sussex County, New Jersey",4478,140996,70718,4050,26440,14310,118247,2858,191,2918,11,67814,78675.768,5967
1692,"Union County, New Jersey",36683,555208,284047,20907,91638,195519,211245,112261,552,31963,78,72543,264834.216,144776
1693,"Warren County, New Jersey",3935,105730,53939,3646,18988,12225,84255,5573,96,2886,28,60525,55508.25,8555
1694,"Bernalillo County, New Mexico",40808,679037,346283,50232,97646,329481,253355,17871,30628,19226,564,48683,280442.281,67725
1695,"Catron County, New Mexico",55,3547,1728,166,286,602,2738,35,47,8,0,36171,1926.021,90
1696,"Chaves County, New Mexico",7197,64912,32510,4751,5184,37097,24445,947,411,611,29,43615,29340.224,1969
1697,"Cibola County, New Mexico",2781,26763,13214,2468,2038,8644,5538,254,11767,201,7,32755,10196.703,12222
1698,"Colfax County, New Mexico",665,12106,5978,730,1213,5878,5954,25,108,60,11,45610,6004.576,193
1699,"Curry County, New Mexico",4041,49502,23876,4464,4335,21796,21052,2513,249,733,35,48894,23067.932,3495
1700,"De Baca County, New Mexico",97,1995,839,46,105,654,983,3,4,4,4,56603,618.45,11
1701,"Eddy County, New Mexico",4544,57865,28656,3988,4509,31307,27139,791,518,578,43,62356,29453.285,1887
1702,"Grant County, New Mexico",904,27391,13859,2794,3227,13466,13117,249,265,191,18,45561,11559.002,705
1703,"Guadalupe County, New Mexico",525,4336,1636,209,152,3436,769,64,40,49,0,39140,1300.8,153
1704,"Harding County, New Mexico",8,432,211,17,49,282,352,2,0,0,0,50723,206.496,2
1705,"Hidalgo County, New Mexico",240,4234,2149,241,420,2390,1645,14,14,11,5,48166,2324.466,39
1706,"Lea County, New Mexico",6971,70359,34165,4869,3633,45193,23775,2497,477,636,21,47215,34264.833,3610
1707,"Lincoln County, New Mexico",1040,19640,10107,1093,2530,6496,12339,68,429,138,8,44732,10703.8,635
1708,"Los Alamos County, New Mexico",284,18976,9343,319,3673,3435,13446,157,116,1223,15,76142,11347.648,1496
1709,"Luna County, New Mexico",2365,24022,11923,2130,1193,16670,7671,228,143,160,12,38022,10425.548,531
1710,"McKinley County, New Mexico",9807,71956,37205,13219,2815,8611,5946,323,55401,935,34,32804,24321.128,56659
1711,"Mora County, New Mexico",121,4500,2464,183,223,3301,764,10,22,14,0,45300,1404.0,46
1712,"Otero County, New Mexico",3247,66804,32324,4731,5939,26152,30931,2299,4173,1001,145,38779,30863.448,7473
1713,"Quay County, New Mexico",332,8265,4382,570,587,3848,4434,89,57,48,2,44691,3272.94,194
1714,"Rio Arriba County, New Mexico",2285,38962,19996,4949,2874,27159,5945,160,6135,233,5,40771,14454.902,6528
1715,"Roosevelt County, New Mexico",1503,18723,9272,2041,1886,8397,9328,443,163,173,18,46999,8013.444,779
1716,"San Juan County, New Mexico",10155,125608,63472,12348,7616,23630,43583,554,48413,872,67,38370,57779.68,49839
1717,"San Miguel County, New Mexico",846,27546,13864,2795,2344,20490,5447,264,278,132,2,40675,9833.922,674
1718,"Sandoval County, New Mexico",8161,144954,73705,8173,18729,57617,63426,2823,16891,2320,166,47257,74506.356,22034
1719,"Santa Fe County, New Mexico",7529,150319,77499,7512,23800,74377,67861,1221,3869,2238,72,63004,68094.507,7328
1720,"Sierra County, New Mexico",532,10988,5469,765,1266,3311,7507,70,106,119,3,47388,5076.456,295
1721,"Socorro County, New Mexico",954,16723,8042,1239,1162,8353,5361,121,1946,295,8,39055,6220.956,2362
1722,"Taos County, New Mexico",1152,32759,16633,2491,4706,17430,13706,130,1830,196,4,42965,13103.6,2156
1723,"Torrance County, New Mexico",524,15477,7596,1287,1137,6265,7761,121,237,51,2,37276,7506.345,409
1724,"Union County, New Mexico",354,4106,1884,222,246,1596,2234,65,57,6,4,41932,1527.432,128
1725,"Valencia County, New Mexico",5179,76518,38024,4909,6065,45775,24651,747,2353,341,32,38918,35580.87,3441
1726,"Albany County, New York",11585,306165,158092,18502,55563,21595,210895,40667,494,24363,166,66632,129201.63,65524
1727,"Allegany County, New York",1831,46304,22947,3086,3884,965,42327,809,91,373,6,40840,22735.264,1273
1728,"Broome County, New York",8157,192042,97523,17153,23988,10285,156173,11547,413,9337,64,49314,84690.522,21297
1729,"Cattaraugus County, New York",2498,76750,38477,4982,5659,1615,67554,996,2661,560,9,45200,37607.5,4217
1730,"Cayuga County, New York",2894,76958,37483,4673,7958,2636,66313,2727,224,379,54,48585,35323.722,3330
1731,"Chautauqua County, New York",3518,127584,64623,9128,12425,11769,106063,2891,497,796,49,45357,59454.144,4184
1732,"Chemung County, New York",4531,84115,42433,4781,8108,2938,69559,5009,198,1426,15,49439,38692.9,6633
1733,"Chenango County, New York",1214,47527,23704,2580,3835,1117,43153,345,93,236,15,47842,23858.554,674
1734,"Clinton County, New York",1075,80320,39040,4199,8561,2856,69251,2753,238,957,24,48292,36786.56,3948
1735,"Columbia County, New York",1630,60016,30063,2694,8714,3542,50795,2421,70,1423,16,60859,30488.128,3914
1736,"Cortland County, New York",2070,47618,24203,2496,5126,1658,40801,829,113,1018,6,45776,20570.976,1960
1737,"Delaware County, New York",707,44676,22123,3196,4086,1985,38821,1003,93,480,7,45822,21623.184,1576
1738,"Dutchess County, New York",12082,293524,147681,11563,44126,42224,198495,30126,387,10635,67,62319,141478.568,41148
1739,"Erie County, New York",41252,918873,474133,58040,141115,59658,678236,129874,4667,46090,199,56748,406141.866,180631
1740,"Essex County, New York",578,37281,17847,1659,4990,978,33714,610,74,229,7,50824,18416.814,913
1741,"Franklin County, New York",761,50389,22718,3945,4052,1387,38559,1686,4102,191,0,42525,23078.162,5979
1742,"Fulton County, New York",1285,53452,26790,3633,4081,2134,47051,966,89,343,0,48957,24801.728,1398
1743,"Genesee County, New York",2681,57554,28744,2611,5672,2752,50960,1358,361,412,16,49468,28719.446,2131
1744,"Greene County, New York",1322,47335,22656,2094,4695,3109,39494,2159,100,500,3,52484,21821.435,2759
1745,"Hamilton County, New York",102,4454,2188,200,362,100,4769,30,14,12,1,60014,2111.196,56
1746,"Herkimer County, New York",2138,61738,31182,3298,5900,1530,54653,682,76,359,32,47266,30436.834,1117
1747,"Jefferson County, New York",1783,111454,53059,7903,10393,7990,92755,6271,461,2185,300,53964,58290.442,8917
1748,"Lewis County, New York",910,26456,13213,1147,2128,460,24942,103,40,65,11,51992,14630.168,208
1749,"Livingston County, New York",1863,63218,31431,3884,6998,2721,54611,1071,125,653,6,49382,30028.55,1849
1750,"Madison County, New York",2289,70990,35981,2492,7772,1673,60965,1071,435,664,11,49137,33294.31,2170
1751,"Monroe County, New York",33755,743084,384667,46358,122588,72745,506153,112710,1320,32294,181,58299,328443.128,146324
1752,"Montgomery County, New York",1307,49294,25053,4064,4028,7312,38237,987,83,479,9,46332,22280.888,1549
1753,"Nassau County, New York",87904,1355683,695183,34876,270533,256425,779454,147216,1714,163165,292,96253,732068.82,312095
1754,"Niagara County, New York",8444,210145,107758,12154,24796,7818,173691,16206,2294,2439,45,51506,101079.745,20939
1755,"Oneida County, New York",12111,229074,114855,14812,26684,15191,180984,14989,508,10522,72,50201,106977.558,26019
1756,"Onondaga County, New York",21146,461591,238922,30261,71100,26572,347290,54410,2940,20119,106,58919,208177.541,77469
1757,"Ontario County, New York",3254,109774,55977,4179,16541,6113,97397,2439,197,1374,23,59335,54008.808,4010
1758,"Orange County, New York",23372,382077,190721,18622,48433,89744,231848,41341,754,11665,104,57688,191802.654,53760
1759,"Orleans County, New York",1359,40624,20424,2507,3243,2087,34037,1840,177,154,12,44477,20474.496,2171
1760,"Oswego County, New York",3425,117630,58718,9612,10192,3616,105710,1370,457,870,19,46210,54227.43,2697
1761,"Otsego County, New York",1205,59593,30774,3367,7875,2392,51490,1189,109,813,7,49275,27531.966,2111
1762,"Putnam County, New York",4831,98714,49512,2864,18253,17760,71942,2425,80,2146,12,73152,56365.694,4651
1763,"Rensselaer County, New York",4269,159013,80526,7247,24927,9482,124600,11800,310,5711,17,54748,70919.798,17821
1764,"Rockland County, New York",27510,325213,165621,21334,51503,66451,206113,33775,390,20413,42,66350,173663.742,54578
1765,"Saratoga County, New York",5588,229313,116036,5760,42245,8667,203781,3752,301,7444,60,77398,124746.272,11497
1766,"Schenectady County, New York",5913,155086,79642,7218,21109,12505,104878,15943,930,8281,130,58210,64670.862,25154
1767,"Schoharie County, New York",554,31189,15729,1572,3319,1075,26658,277,68,210,3,46469,15001.909,555
1768,"Schuyler County, New York",526,17845,8886,943,1750,329,16618,91,38,108,1,46971,8993.88,237
1769,"Seneca County, New York",790,34295,16364,1663,3298,1367,29273,1263,151,268,3,44065,16324.42,1682
1770,"St. Lawrence County, New York",2084,108352,53158,8344,8907,2832,96556,2788,1143,1089,19,43034,49083.456,5020
1771,"Steuben County, New York",3406,95843,48035,5289,9317,1718,84338,1416,203,1616,12,50331,49359.145,3235
1772,"Suffolk County, New York",96057,1481364,752522,47288,235335,332959,967330,107268,3102,65019,241,76713,758458.368,175389
1773,"Sullivan County, New York",3106,75329,36734,3810,8301,14007,52691,6069,174,1569,10,52249,34425.353,7812
1774,"Tioga County, New York",1679,48431,24387,1988,5939,1117,44195,434,62,370,12,50990,27508.808,866
1775,"Tompkins County, New York",2079,102237,51704,10361,19377,7077,76737,4274,248,10487,35,49486,40076.904,15009
1776,"Ulster County, New York",5679,178371,89871,12012,25161,21119,136695,10152,306,3778,45,56071,80980.434,14236
1777,"Warren County, New York",1156,64187,32588,2216,8924,1752,59299,736,139,729,0,59509,32606.996,1604
1778,"Washington County, New York",825,61304,29647,2382,5815,1761,54605,1563,149,319,22,46305,27525.496,2031
1779,"Wayne County, New York",2559,90103,45449,4248,9322,4514,79230,2397,171,473,13,51282,48024.899,3041
1780,"Westchester County, New York",69660,968738,499651,38520,183258,269334,497684,131010,1017,64907,150,115386,487275.214,196934
1781,"Wyoming County, New York",1367,40027,18572,1449,3579,1490,35579,1852,83,217,6,47331,20693.959,2152
1782,"Yates County, New York",501,24981,13052,1377,2582,674,23049,145,28,93,8,45258,12690.348,266
1783,"Alamance County, North Carolina",10397,166144,87290,11035,20586,24703,102487,33555,584,2811,86,43973,78087.68,36950
1784,"Alexander County, North Carolina",2662,37271,18222,1854,2917,1836,30893,1919,111,390,1,40176,19828.172,2420
1785,"Alleghany County, North Carolina",638,11085,5708,759,1188,1288,9186,103,35,15,6,40599,6517.98,153
1786,"Anson County, North Carolina",1407,24430,12036,1545,1528,665,10593,9838,89,221,4,38785,9552.13,10148
1787,"Ashe County, North Carolina",1212,27009,13721,1706,2946,1519,24028,125,48,102,12,39612,15719.238,275
1788,"Avery County, North Carolina",1342,17510,7875,767,2030,987,15549,649,58,56,1,39437,8702.47,763
1789,"Beaufort County, North Carolina",2534,47160,24730,2686,4461,3433,29431,10195,90,164,16,46363,24570.36,10449
1790,"Bertie County, North Carolina",1204,19081,9509,1716,1276,330,6298,10674,57,63,0,40351,7575.157,10794
1791,"Bladen County, North Carolina",1843,33209,17227,3556,3126,2546,15830,9505,701,47,8,39264,14545.542,10253
1792,"Brunswick County, North Carolina",4402,137303,71401,7632,21005,7420,110716,11392,743,890,75,46829,83480.224,13025
1793,"Buncombe County, North Carolina",9195,259576,135181,9774,49951,21922,214862,15017,727,3274,467,53309,122260.296,19018
1794,"Burke County, North Carolina",6195,90148,45213,5601,7525,7184,68664,4762,238,3150,64,38946,44713.408,8150
1795,"Cabarrus County, North Carolina",11161,211605,108469,8268,31751,27263,133781,41687,598,11933,122,49679,110881.02,54218
1796,"Caldwell County, North Carolina",5842,82056,41562,4380,6958,4923,67868,3843,196,527,15,38894,41520.336,4566
1797,"Camden County, North Carolina",285,10654,5285,182,1070,340,8200,1049,40,118,1,48642,6488.286,1207
1798,"Carteret County, North Carolina",2723,69301,35373,2827,9263,3119,57538,3208,252,584,63,53276,38115.55,4044
1799,"Caswell County, North Carolina",1160,22619,11203,1346,1954,1002,14036,6804,65,61,13,39265,11671.404,6930
